"","GSM1368273","GSM1368274","GSM1368275","GSM1368276","GSM1368277","GSM1368278","GSM1368279","GSM1368280","GSM1368281","GSM1368282","GSM1368283","GSM1368284","GSM1368285","GSM1368286","GSM1368287","GSM1368288","GSM1368289","GSM1368290"
"SPBC1773.13",112,67,96,49,29,25,46,48,69,16,93,62,54,36,29,34,31,27
"SPBC1773.14",303,139,254,143,81,146,183,73,116,117,404,236,200,127,113,169,164,119
"SPBC1773.15",301,114,172,89,77,76,130,90,100,73,271,157,134,135,106,145,151,117
"SPNCRNA.301",61,22,15,9,14,1,18,8,23,4,36,20,21,17,7,22,21,4
"SPBP26C9.02c",344,269,431,169,222,220,544,449,439,402,1973,946,309,151,155,218,323,160
"SPBTRNAARG.04",7058,1524,2617,9774,5264,2252,20224,2864,3958,8354,9734,8356,18373,4435,4602,17312,4726,3103
"SPNCRNA.1339",2,4,2,0,5,0,4,0,3,0,4,1,2,2,3,0,9,1
"SPBC1271.13",618,290,420,500,236,206,603,182,330,189,710,365,501,314,196,473,397,269
"SPBC1271.12",2571,1066,1880,2342,1115,1042,2081,1013,1389,720,3058,1816,1866,1239,1100,1551,1857,1140
"SPBC1271.10c",2833,1151,1872,906,640,542,1005,435,681,619,1624,1349,1764,1339,1159,1645,1766,1207
"SPBC1271.09",53,32,52,53,54,3,83,52,61,13,99,36,41,39,29,41,61,31
"SPNCRNA.1343",121,69,129,91,53,44,42,25,85,28,56,40,35,26,29,73,75,56
"SPBTRNAGLN.04",4292,1100,1946,6769,2018,2323,5534,2183,2028,2453,5253,3310,4255,1635,2025,4994,4309,1147
"SPBC1271.08c",70,32,51,19,32,23,55,29,53,28,110,77,72,38,43,56,48,68
"SPBC1271.07c",146,48,99,82,52,18,24,21,22,15,59,47,27,31,24,47,15,15
"SPNCRNA.1345",15,4,1,36,2,0,1,9,2,1,5,1,13,10,5,5,5,2
"SPBC1271.06c",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SPNCRNA.304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPBC1271.05c",76,51,94,50,37,35,98,57,91,47,187,129,70,44,54,55,104,62
"SPBC1271.04c",2609,1066,1773,2648,1223,829,2072,964,1151,574,2258,1218,1438,1147,887,1326,1524,825
"SPBC1271.02",4819,2333,3784,4019,2452,2030,3592,2164,2580,1617,5267,3379,3669,2258,2583,3319,4153,2546
"SPNCRNA.1349",1,0,0,0,0,0,0,0,0,3,0,0,5,0,1,0,0,2
"SPNCRNA.1350",20,9,19,12,16,0,43,13,11,6,22,23,17,9,12,6,23,12
"SPNCRNA.305",1,0,2,10,4,14,1,2,0,0,2,3,0,0,0,3,1,3
"SPBC106.04",2126,921,1668,2585,1079,1154,2358,1262,1583,662,2878,1625,1524,868,953,1162,1452,918
"SPBC106.07c",405,161,250,344,181,160,286,214,205,161,546,316,279,205,191,281,265,205
"SPBC106.08c",96,49,63,78,63,56,199,55,100,38,168,98,174,135,111,174,170,90
"SPBC106.11c",574,269,465,695,310,332,682,407,440,241,854,474,348,260,257,449,483,317
"SPNCRNA.1353",99,30,102,116,24,32,66,35,10,69,235,114,42,35,16,44,19,26
"SPBC106.13",82,36,47,56,46,44,171,77,115,23,77,67,54,32,38,59,57,58
"SPNCRNA.1354",10,4,1,1,2,0,1,4,3,0,4,2,5,3,0,0,4,3
"SPBC106.16",1945,846,1392,2106,1070,629,2368,1095,1167,708,2830,1545,1379,918,856,1283,1271,843
"SPBC106.17c",481,233,400,287,199,160,458,222,289,121,412,235,314,238,280,297,338,284
"SPBC106.18",14325,6659,10614,13063,8118,5450,10485,6378,6217,3487,12063,7449,9754,7704,6454,10036,10216,7348
"SPBC106.19",698,303,503,483,294,193,562,314,507,192,776,433,488,343,305,528,489,320
"SPBC582.04c",703,284,553,486,280,226,456,206,209,160,627,427,408,338,285,452,522,256
"SPBC582.05c",446,241,439,508,180,189,403,236,276,174,519,395,337,247,240,370,376,303
"SPNCRNA.1356",30,5,20,3,13,17,4,5,0,7,22,20,16,3,11,13,30,5
"SPBC582.06c",8,5,7,2,3,0,40,6,8,0,19,5,6,5,6,6,17,8
"SPBC582.09",1932,727,1135,2164,864,787,1762,756,827,496,1781,866,1171,748,680,1199,1239,683
"SPBC582.10c",417,168,281,306,199,137,397,226,350,190,489,339,283,229,174,341,276,235
"SPBC428.01c",1947,699,1352,1308,779,541,1201,562,575,562,1756,1221,1400,940,806,1250,1247,750
"SPBC428.02c",14094,6752,10907,12107,6793,5539,9219,5435,6079,2878,9995,6327,6413,4723,4708,6844,6830,4855
"SPNCRNA.1358",105,50,71,55,42,32,30,12,8,23,75,33,55,27,18,42,30,26
"SPNCRNA.1359",17,6,16,0,10,0,15,1,11,6,14,6,7,5,4,6,18,4
"SPBC428.03c",876,556,857,285,235,193,226,133,239,225,495,448,580,466,441,623,766,581
"SPBC428.04",26,21,64,28,32,21,38,31,28,15,46,47,43,18,46,38,45,39
"SPBC428.07",18,10,34,35,12,0,17,9,13,3,18,13,19,20,10,21,18,14
"SPNCRNA.1361",26,12,28,38,20,0,5,5,1,14,14,11,16,11,12,4,13,17
"SPBTRNAHIS.01",2710,833,943,2456,2117,718,2930,1085,652,813,5178,2510,2750,1874,1580,2577,2304,1460
"SPRRNA.28",7045,2199,4048,7982,5161,2577,10520,4055,5403,3466,11048,4989,7609,6158,3831,6463,5888,3817
"SPBC428.11",1721,863,1423,1048,748,456,486,384,360,831,2226,1672,979,719,648,1026,1014,843
"SPSNRNA.04",29019,9501,15828,33836,18540,9761,28544,14169,10738,11167,34151,13687,23169,16228,9547,27094,20419,8784
"SPBC428.14",463,221,360,350,202,138,379,232,347,190,514,374,332,249,228,335,336,270
"SPBC428.17c",611,255,413,290,135,108,317,137,194,157,548,387,398,237,284,347,348,225
"SPBC428.18",171,87,146,114,66,29,78,71,44,58,172,113,149,92,115,135,146,142
"SPBC902.02c",384,242,423,200,89,111,276,166,211,160,404,277,359,270,241,358,363,288
"SPBC902.03",229,100,169,149,61,37,131,88,121,31,209,146,145,122,78,135,187,140
"SPBC902.05c",1309,641,986,1864,932,882,1903,900,1075,647,2726,1424,1155,590,693,936,1133,676
"SPBC902.06",319,153,242,122,109,69,163,85,118,96,349,228,184,187,162,215,248,199
"SPBC1685.01",101,56,94,17,41,27,69,47,53,36,106,58,91,77,74,85,120,84
"SPNCRNA.565",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SPBC1685.03",622,240,447,518,262,184,383,252,207,170,632,420,479,277,318,429,533,306
"SPBC1685.04",143,62,108,123,47,45,141,70,53,73,248,126,115,94,63,128,124,84
"SPBC1685.06",10,2,5,24,19,0,11,1,1,8,12,11,14,2,3,9,5,5
"SPBC1685.10",10630,4793,6893,10129,6203,4149,8225,5162,4698,2919,9378,5375,7247,5747,4522,8144,7679,4858
"SPBC1685.11",341,161,256,179,99,51,206,72,111,116,301,199,181,139,138,164,241,115
"SPBC1685.12c",62,57,76,111,53,45,161,114,130,38,120,63,54,41,46,51,63,43
"SPNCRNA.134",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"SPBC1685.14c",607,364,547,320,265,218,895,406,616,215,833,530,452,260,262,343,423,321
"SPBC1685.15c",299,194,274,190,128,49,252,133,168,136,354,281,290,181,232,246,291,215
"SPBC649.02",8943,4272,6289,7182,3807,2680,5213,2581,2844,1856,5875,3853,5102,4015,3422,5416,5345,3654
"SPBC649.04",949,451,722,1416,791,504,1840,1053,1159,405,2077,1033,721,467,423,717,771,458
"SPBC354.01",845,403,648,822,309,277,522,210,301,252,780,462,515,413,399,518,593,433
"SPNCRNA.1369",110,51,61,21,11,0,42,47,65,21,89,60,88,40,48,73,104,49
"SPBC354.07c",2239,971,1763,2045,1003,821,2214,1160,1421,781,2853,1745,1809,1234,1239,1435,1975,1094
"SPNCRNA.1371",77,39,59,92,33,22,48,17,26,18,5,8,17,11,1,34,20,22
"SPBC354.08c",609,263,421,428,247,253,584,301,445,205,865,497,419,323,260,361,447,304
"SPBTRNAGLY.06",8291,2354,3273,7957,4864,3267,11665,4343,3626,3826,13706,7028,7616,4383,4309,9570,6432,2778
"SPNCRNA.315",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"SPBC354.13",283,183,312,234,113,165,280,143,283,113,365,273,299,178,187,290,297,250
"SPBC1706.01",542,267,478,339,205,197,539,320,441,136,519,313,377,259,269,348,308,233
"SPNCRNA.316",2,0,1,0,0,0,1,2,5,0,1,0,2,6,0,2,0,0
"SPNCRNA.1372",99,34,64,52,36,11,35,14,19,32,62,63,77,72,60,114,79,42
"SPBC1706.03",535,238,366,436,194,190,410,180,261,158,567,357,353,247,238,340,320,256
"SPBC839.04",9410,4521,6354,8584,4495,3903,6268,4378,3861,2331,6638,4285,5709,4558,4017,6012,6980,4207
"SPNCRNA.317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPBC839.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.318",0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"SPBC839.06",23,11,25,1863,756,1122,1961,1161,1076,37,164,70,36,20,53,53,67,35
"SPBC839.07",445,190,309,66,42,16,195,45,102,129,358,193,197,159,135,245,209,162
"SPBC839.08c",2117,1020,1599,1394,840,667,1324,751,1018,553,1985,1385,1410,1072,944,1284,1581,1063
"SPBC839.12",752,298,525,592,280,125,484,156,176,250,803,542,611,541,314,581,609,418
"SPBC839.13c",2809,1835,2895,2680,1770,1240,2072,1736,1705,961,2532,1833,2232,2001,2160,2591,2899,2337
"SPBC115.03",419,238,346,397,260,180,264,199,310,141,419,302,385,245,281,295,428,308
"SPBC115.02c",374,181,338,301,138,115,376,205,216,187,567,363,305,191,204,313,375,211
"SPBC115.01c",819,376,505,807,440,249,444,244,292,324,1058,700,611,446,409,616,624,383
"SPBC947.15c",393,320,521,599,365,287,655,647,989,296,654,502,510,330,507,459,654,534
"SPNCRNA.1378",13,4,7,26,8,4,25,8,7,15,39,25,10,5,1,5,18,4
"SPBC947.13",372,181,326,305,192,243,290,186,315,135,449,326,257,220,207,282,247,245
"SPBC947.12",207,84,130,165,69,53,196,86,141,68,217,142,187,96,88,147,135,117
"SPBC947.10",285,197,304,206,124,160,335,245,360,147,339,293,282,206,237,268,379,311
"SPBC947.08c",215,120,167,88,67,35,187,81,144,64,234,167,175,125,92,191,141,122
"SPBC947.05c",51,13,45,14,29,77,42,14,11,27,59,43,47,43,32,33,30,17
"SPNCRNA.1380",0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.1381",194,82,148,162,75,48,112,29,73,53,206,141,138,87,67,124,144,76
"SPBPJ4664.04",2395,1299,2560,2085,1222,1423,1964,1413,1622,873,2550,2153,1810,1407,1848,1838,2240,2001
"SPBPJ4664.06",2136,1309,2046,1666,909,933,1222,867,1103,819,2043,1485,1544,1101,1264,1491,1721,1361
"SPNCRNA.1382",34,17,18,118,25,7,30,9,11,8,53,25,41,20,11,25,23,18
"SPNCRNA.325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPBC119.12",542,270,460,278,130,65,266,103,176,176,580,385,362,263,244,383,355,287
"SPBC119.13c",542,285,437,447,185,143,695,289,482,216,804,456,469,342,276,395,345,286
"SPBTRNASER.05",1121,280,284,1555,614,388,1082,493,230,283,1856,1233,926,764,749,759,392,406
"SPBC119.16c",248,108,136,141,108,37,106,72,100,84,362,201,171,127,157,164,263,156
"SPBC119.15",627,273,471,579,365,341,543,310,297,204,629,375,468,364,306,431,451,357
"SPBC577.03c",534,199,374,551,292,218,360,164,202,181,588,355,377,259,205,405,400,231
"SPBC577.04",140,51,87,148,60,18,139,71,40,62,166,123,124,85,73,126,111,62
"SPBC577.05c",8,1,4,3,9,0,5,6,1,3,15,4,6,4,7,6,3,9
"SPBC577.06c",1587,1048,1684,1252,795,805,1272,802,970,746,1804,1289,1398,1060,1098,1258,1393,1291
"SPBC577.08c",1895,666,1140,2288,1062,795,2360,826,917,649,2396,1171,1394,861,701,1420,1415,634
"SPBC577.14c",656,258,402,558,261,106,804,290,449,214,869,352,527,390,283,484,506,303
"SPNCRNA.327",0,0,1,0,2,0,8,0,0,1,4,0,1,0,0,0,0,1
"SPBC530.16",123,40,77,157,55,36,98,28,61,36,148,63,60,57,56,94,66,45
"SPBC530.03c",795,315,637,612,276,222,572,235,255,227,904,498,514,385,377,536,523,355
"SPBC530.05",287,214,317,172,168,166,506,327,405,130,335,250,273,259,208,318,302,288
"SPBC530.06c",1001,456,733,590,283,250,1000,487,619,342,1478,767,779,465,486,642,706,507
"SPNCRNA.328",8,4,7,0,5,0,23,4,2,1,8,5,15,6,5,9,10,5
"SPBC530.12c",1860,899,1406,1484,701,516,1315,807,907,514,2016,1190,1210,825,734,1091,1151,852
"SPBC530.15c",1979,811,1444,1322,815,566,1397,629,857,676,2240,1463,1235,992,959,1268,1582,984
"SPNCRNA.1387",7,3,5,0,0,0,0,0,10,0,2,1,0,1,0,0,0,0
"SPBC36.01c",458,291,414,256,99,122,270,175,235,106,316,253,184,196,167,305,286,271
"SPNCRNA.1388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPNCRNA.1389",35,14,22,2,16,5,11,6,9,16,34,38,15,16,11,29,18,16
"SPBC36.03c",3421,1238,1974,1272,1002,511,1399,761,762,546,2315,1027,1861,1481,839,1775,2027,1095
"SPBC36.13",4,2,9,0,8,24,19,3,6,8,34,26,23,4,15,6,21,11
"SPBC36.04",1912,936,1469,1606,1040,801,1747,1112,1127,693,2389,1503,1388,946,993,1215,1469,971
"SPBC36.06c",427,237,323,321,172,175,281,163,248,143,453,269,282,181,220,248,266,203
"SPBC36.08c",654,298,525,547,247,235,246,217,252,222,688,446,500,318,280,381,472,311
"SPBC36.09",583,222,465,662,251,199,422,274,430,199,625,366,480,319,281,389,373,352
"SPBC36.11",302,95,208,77,33,3,227,134,160,77,294,170,190,125,150,162,226,138
"SPBC713.02c",3346,1646,2606,3968,2004,1763,5412,2795,3829,1470,5743,3021,2857,1887,1816,2553,3073,1841
"SPNCRNA.1393",13,3,5,56,14,1,7,5,3,2,0,5,4,4,5,6,3,5
"SPBC713.05",118,39,110,107,30,31,74,29,46,44,105,86,108,53,55,80,102,57
"SPBC713.06",234,133,204,167,93,38,81,56,79,122,275,224,199,162,157,168,216,149
"SPBC713.08",615,239,461,931,422,245,1017,432,479,186,888,438,446,317,324,399,502,271
"SPNCRNA.1394",20,6,6,66,9,12,23,6,9,12,18,6,16,17,9,24,27,5
"SPBC713.10",282,158,237,122,115,52,141,65,130,75,238,201,204,140,176,195,138,217
"SPBC216.01c",1550,683,1047,1070,491,456,1423,719,932,365,1276,859,1119,844,659,1096,1165,801
"SPNCRNA.1396",0,0,1,22,5,0,0,0,2,0,0,0,0,0,0,0,0,1
"SPNCRNA.1397",85,25,44,38,41,8,37,25,22,16,97,40,51,18,20,44,31,28
"SPBC216.02",117,40,92,62,43,18,143,59,59,31,109,59,69,53,47,68,106,56
"SPBC216.03",603,225,369,929,569,382,1457,701,940,277,1255,534,560,258,292,460,544,281
"SPBC216.04c",645,228,367,1037,384,234,1561,598,599,605,2198,842,962,484,489,843,1079,355
"SPBC216.06c",249,163,263,209,120,90,148,106,138,98,261,192,232,167,194,220,219,269
"SPBC646.04",780,365,617,573,259,202,417,309,325,255,947,581,609,431,464,522,648,444
"SPBC646.07c",2144,906,1550,1410,1019,767,1654,978,859,621,2291,1348,1141,797,745,1215,1348,832
"SPBC646.09c",4481,2140,3422,4360,2361,1973,3150,2294,2082,1146,3536,2148,3183,2507,2194,3259,3130,2478
"SPBC646.12c",754,364,550,211,109,113,590,383,515,149,561,422,491,341,340,435,512,389
"SPNCRNA.1399",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"SPNCRNA.335",0,0,3,0,2,0,0,0,8,0,0,1,0,1,0,0,0,0
"SPBC646.16",1215,622,944,1935,699,777,1159,867,918,448,1466,975,858,613,580,845,969,594
"SPBC646.17c",44,25,41,33,14,6,46,24,19,36,90,48,53,20,31,39,61,17
"SPBTRNAHIS.02",15942,4945,3123,9035,10151,3425,13229,5893,1411,3326,28350,17414,20270,13245,8192,16943,15685,8917
"SPNCRNA.1400",22,17,15,8,8,0,5,9,3,4,25,14,11,16,8,11,10,7
"SPBP35G2.17",104,39,91,110,32,38,45,23,35,41,167,78,56,35,33,83,68,56
"SPBP35G2.02",359,188,222,254,171,171,465,275,289,126,439,252,199,181,133,253,280,192
"SPBP35G2.03c",100,69,69,65,32,23,90,32,52,21,109,65,68,52,56,81,77,70
"SPBP35G2.04c",232,75,149,53,54,32,134,46,67,69,175,133,176,92,59,137,150,104
"SPBP35G2.07",2572,1894,2913,2691,1594,1625,1552,1543,1543,789,1787,1474,1969,1739,1795,2157,2312,2286
"SPBP35G2.09",48,44,48,20,15,29,33,19,28,14,42,35,28,35,31,43,16,33
"SPBP35G2.10",404,210,245,207,97,58,404,216,337,86,425,249,244,197,189,199,272,176
"SPNCRNA.1401",10,2,11,0,2,0,0,1,0,3,6,6,1,11,0,2,0,4
"SPBP35G2.11c",68,57,90,64,35,57,92,70,122,58,145,84,50,60,67,66,90,88
"SPBP35G2.12",217,113,202,273,125,182,325,172,205,107,412,273,219,177,183,165,214,157
"SPBP35G2.13c",96,46,107,69,59,41,41,43,94,65,111,104,112,97,61,71,104,68
"SPBP35G2.14",1546,996,1639,1008,633,592,1561,1240,1489,658,1798,1238,1251,1027,1021,1325,1638,1270
"SPBC146.01",775,382,650,523,224,178,863,624,830,239,1118,691,616,460,414,576,626,513
"SPBC146.02",68,37,52,38,54,20,87,43,67,23,87,53,62,42,56,69,59,35
"SPNCRNA.1403",62,28,28,64,19,47,55,14,19,29,73,54,61,22,26,55,74,52
"SPBC146.04",104,67,143,40,57,55,126,58,108,39,117,72,117,92,57,102,96,94
"SPNCRNA.1404",28,13,30,68,12,17,12,9,12,12,36,24,40,34,12,36,18,23
"SPBC146.07",1280,639,906,929,441,315,906,439,663,491,1514,915,910,599,524,847,885,622
"SPNCRNA.1405",12,1,2,0,5,5,8,3,0,3,22,6,1,0,3,3,5,5
"SPBC146.09c",943,431,862,747,442,508,1151,674,717,321,1231,797,811,611,516,734,730,569
"SPBC146.13c",7058,3416,5672,6195,3425,3117,6105,3766,4528,2399,8540,5597,5452,3602,3665,4816,5752,4061
"SPBC146.14c",5848,2785,4422,5772,3045,2814,5607,3064,3332,2240,7200,4585,4559,2971,3053,3880,4714,2856
"SPBC337.02c",191,94,131,104,73,78,294,125,136,49,122,118,108,70,105,134,128,96
"SPBC337.03",286,143,228,99,92,59,403,125,166,113,412,209,192,159,150,185,239,140
"SPBC337.04",277,109,196,88,86,34,133,75,155,73,317,188,231,124,107,157,215,103
"SPNCRNA.1407",36,19,41,45,13,1,41,14,20,5,16,15,16,14,8,13,9,14
"SPBC337.15c",460,229,361,298,135,156,371,151,199,151,471,222,303,255,208,331,354,217
"SPBC337.16",497,206,281,347,233,147,519,326,336,135,459,251,359,255,150,303,322,225
"SPBC1734.01c",1008,653,1073,1155,461,487,339,154,254,319,768,703,663,632,536,599,729,660
"SPBC1734.02c",187,91,123,364,101,91,156,98,162,92,312,175,206,138,92,137,141,89
"SPNCRNA.1408",37,13,59,46,18,19,49,21,53,36,118,94,47,25,20,39,61,37
"SPBC1734.05c",151,65,156,115,43,92,133,69,86,65,151,100,93,75,66,115,128,82
"SPBC1734.06",487,222,397,238,138,161,293,197,209,125,508,366,336,240,251,318,402,221
"SPBC1734.07c",407,189,313,356,167,95,401,214,162,128,507,256,302,227,205,290,308,222
"SPBC1734.10c",533,204,429,519,314,210,608,244,261,210,676,413,409,391,338,600,544,312
"SPNCRNA.498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPBC1734.12c",619,275,431,404,284,102,547,363,461,225,745,504,466,296,327,474,518,309
"SPBC1734.15",128,99,158,48,72,49,168,100,126,70,229,154,154,155,129,154,210,139
"SPBC1734.16c",1241,650,1005,1471,625,551,1733,968,1318,480,1419,922,1172,757,809,1091,1117,846
"SPNCRNA.1410",15,11,11,14,3,0,6,15,10,6,19,24,17,10,10,7,28,2
"SPBC1709.02c",10657,5506,8546,9863,4966,4800,7207,4611,5162,2670,7358,5181,6951,5124,4961,6764,7093,5925
"SPNCRNA.1411",8,8,7,0,5,0,0,7,0,6,12,12,5,1,1,4,4,3
"SPNCRNA.338",2,4,4,0,1,0,0,0,0,1,6,1,3,3,1,4,0,2
"SPBC1709.05",20272,17464,26788,21467,12999,14651,13809,12771,16404,6880,15200,14289,16862,16869,18931,18495,23322,22996
"SPNCRNA.1412",18,19,5,0,4,0,17,6,4,13,16,18,14,2,7,11,12,5
"SPBC1709.09",247,88,140,211,115,27,187,71,88,100,305,158,181,144,106,239,181,105
"SPNCRNA.1413",27,12,23,20,6,0,25,14,19,9,44,23,21,14,9,25,28,8
"SPBC1709.16c",88,51,94,105,23,17,93,67,47,41,131,80,113,78,89,85,110,74
"SPBC1709.18",1120,530,921,1109,623,427,941,476,615,387,1397,705,783,672,512,817,758,509
"SPBC409.04c",480,205,312,291,155,151,318,127,206,147,504,316,362,230,195,317,336,216
"SPBC409.03",178,80,108,373,73,56,189,97,81,76,228,101,184,134,84,171,174,71
"SPBC409.05",745,288,482,1137,524,444,953,517,494,300,1144,589,619,384,286,624,523,343
"SPBC409.06",973,390,620,1344,546,389,1269,684,696,392,1298,713,772,598,428,701,780,456
"SPBC409.07c",421,345,641,137,140,92,238,193,281,200,511,341,409,410,504,490,566,536
"SPNCRNA.1415",0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1
"SPBC409.08",995,897,1176,487,446,500,330,372,761,309,631,651,690,603,733,738,1033,800
"SPNCRNA.1416",19,2,14,51,11,1,21,6,0,10,18,22,27,16,12,20,12,13
"SPBC409.10",1576,742,1117,1292,626,693,1159,590,746,415,1471,829,898,642,625,929,959,638
"SPBC409.11",154,101,157,83,24,33,73,48,95,63,152,110,130,103,113,138,147,134
"SPBC409.13",775,333,605,808,345,371,607,304,354,184,728,465,504,406,320,461,623,365
"SPNCRNA.1418",12,6,2,6,6,1,19,13,1,3,39,8,7,1,10,9,23,7
"SPBC409.15",904,388,589,915,344,288,383,151,214,239,648,434,590,495,407,556,572,456
"SPBC409.16c",104,45,84,113,32,25,102,38,33,22,143,85,81,44,46,70,86,28
"SPBC409.17c",229,102,149,166,105,80,254,155,154,99,374,238,221,92,113,151,197,151
"SPBC409.20c",1589,601,1013,1286,695,612,1183,767,610,391,1613,963,1037,711,637,1128,1228,623
"SPBC409.21",560,228,339,280,150,99,467,195,247,196,817,376,381,281,244,401,358,281
"SPBC1306.02",822,368,555,416,254,340,390,189,269,212,629,515,490,377,339,419,519,394
"SPNCRNA.569",3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
"SPBC4.05",734,250,502,424,351,288,654,273,364,262,967,474,493,300,283,431,477,245
"SPBC4.06",1906,810,1398,1565,703,453,1410,589,876,650,2157,1361,1310,833,789,1029,1368,797
"SPRRNA.27",586,188,335,577,517,180,665,244,312,227,997,438,671,537,304,604,599,327
"SPBC725.09c",2510,1096,1674,2583,1115,921,2364,1177,1288,828,2968,1854,1498,1086,974,1351,1484,932
"SPNCRNA.342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPBC725.11c",488,239,431,210,159,171,189,134,202,195,536,328,358,263,252,333,347,253
"SPBC725.12",91,35,50,25,35,4,79,38,44,24,121,54,72,59,59,83,53,42
"SPBC725.13c",213,115,157,210,69,73,286,105,140,103,250,111,164,158,93,173,142,102
"SPBC725.14",1149,454,828,840,424,344,820,434,534,301,1013,636,769,530,425,707,715,444
"SPBC651.01c",4579,2376,3537,4146,2355,2064,963,647,923,1204,2979,2393,3243,2629,2188,3239,3522,2710
"SPBC651.02",375,148,251,267,201,79,313,153,161,144,475,270,340,182,144,306,318,160
"SPBC651.03c",1089,488,702,354,227,192,709,312,324,305,964,612,793,615,467,691,860,506
"SPBC651.05c",215,107,180,50,83,45,233,60,135,136,340,232,179,147,125,194,202,153
"SPBC651.07",367,223,349,262,116,105,305,153,220,126,361,230,306,220,196,274,284,278
"SPBC651.08c",2270,1087,1808,1984,867,720,1131,553,735,727,2199,1559,1630,1198,1181,1623,1487,1198
"SPBC651.11c",830,376,606,696,401,241,821,475,626,287,1126,598,757,461,465,685,680,500
"SPNCRNA.1424",21,14,27,39,7,13,16,12,20,20,34,18,28,16,22,14,14,11
"SPBC3D6.02",5159,4797,8096,3334,2366,2213,2686,2764,4075,1964,5003,4914,4700,4538,6090,5407,7900,7472
"SPBC3D6.15",10223,3908,6460,10694,5080,3574,7857,3624,3377,2481,8104,4307,6698,5490,3858,7474,6792,3646
"SPBC3D6.04c",304,140,296,200,72,78,240,104,148,115,388,274,258,204,189,249,277,180
"SPBC3D6.05",1930,802,1382,1659,914,649,1245,581,751,499,1841,1195,1317,985,870,1246,1412,854
"SPBC3D6.06c",1390,671,1090,1101,584,571,735,445,579,430,1650,1127,1027,737,662,902,1083,741
"SPNCRNA.1426",23,22,21,59,13,4,19,16,12,16,26,26,22,23,14,22,19,19
"SPBC3D6.07",118,66,85,79,45,54,86,43,76,43,129,76,109,93,64,101,89,84
"SPBC3D6.11c",276,117,216,143,57,64,267,143,206,96,345,230,226,117,131,178,290,141
"SPBC3D6.12",4173,1879,2802,4506,2095,1626,1797,888,911,1305,3752,2679,3318,2193,1989,2568,3303,2031
"SPBC3D6.13c",2409,1259,2008,2159,1194,999,2300,1314,1775,1071,2995,2145,1925,1328,1386,1808,1972,1419
"SPBC30B4.01c",661,387,553,369,239,246,587,375,639,280,840,656,551,427,515,505,758,472
"SPNCRNA.1428",154,88,131,154,88,80,96,84,84,55,144,91,136,106,97,106,123,88
"SPBC30B4.02c",293,135,236,284,98,133,422,230,355,106,389,228,262,175,197,220,248,178
"SPSNORNA.21",4398,3518,7849,7672,3264,3303,5014,3979,4911,2214,4971,3106,4694,4077,3236,3949,5427,4141
"SPBC30B4.04c",265,199,359,196,87,104,142,150,231,100,288,273,240,240,235,243,318,259
"SPBC30B4.05",1181,635,1013,679,495,512,835,783,836,492,1290,947,900,728,774,881,1164,868
"SPBC27B12.04c",381,139,295,350,164,157,235,149,223,183,532,337,326,219,163,296,311,207
"SPBC27B12.07",696,295,426,333,280,91,599,189,230,178,693,368,439,333,238,426,402,260
"SPBC27B12.08",1088,637,1085,1065,549,327,724,505,627,452,1278,1037,930,685,743,901,1022,827
"SPBC27B12.09c",419,191,294,277,138,116,280,90,119,134,379,303,269,223,173,231,372,177
"SPBC27B12.14",366,137,221,133,131,85,406,138,150,100,444,229,204,137,132,216,220,161
"SPBC8D2.02c",769,353,515,311,319,105,544,274,308,180,817,527,495,330,338,506,608,301
"SPBC8D2.03c",3073,1256,1749,2586,1342,1057,2914,1144,1494,486,1895,1024,2734,1583,1455,1782,2606,1162
"SPBC8D2.04",2693,1323,2134,2112,1650,1027,2411,1563,1508,643,2288,1398,2378,1793,1571,2333,2697,1784
"SPBC8D2.06",9844,4719,7770,10010,4580,4170,6215,4056,4494,2441,7881,5021,6596,4620,4357,6054,6704,4744
"SPBC8D2.11",1165,452,764,1237,526,417,1636,577,861,381,1392,810,786,642,554,752,1063,455
"SPBC8D2.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
