,Glul,Sparcl1,Calm2,Cpe,Snap25,Ndrg4,Eef1a1,Ckb,Gng13,S100a5,Trak2,Omp,Kif5b,Sash1,Scd1,Mcf2l,Igfbp5,Nr2f2,Vtn,Frzb,Sorbs1,Timp3,Lpar1,Atf5,Npy,Sez6,Ccnd1,Tubb2b,Mest,Fmo1,Vim,Ahnak,Ptn,Id3,Baiap2,Ahcyl2,Kcnh3,Nudt4,Cldn5,Gja1,Igfbp7,Hmgcs2,Rgcc,Igf1,Gpt2,Foxd3,Unc13c,Prdx6,Rbfox3,Pmepa1,2310022B05Rik,Igfbp4,Psd,Dcn,Sh3pxd2a,Agt,Epas1,Gprin1,Ablim3,Aqp4,Bpifb9b,Mfap3l,Msi2,S100b,Ppfia1,Col1a1,Kcnj10,Plekhb1,Lrrc58,Icam5,Slc7a11,Ctxn1,B2m,Tmem132b,Gm13889,Plp1,Bpifb9a,Bgn,Phgdh,Hey2,Aspa,Prdx1,Igfbp2,Psat1,Cebpd,Gsn,Atp1a2,Abl2,Ifitm3,Kcnj4,Clca1,Cav1,Ccnd2,Slc4a4,Myo5a,Plce1,Rcn2,Bai2,Sox10,Necab2,Tax1bp3,Dpf1,Edil3,Nrep,Vstm4,Igf2,Rcn1,Wls,Camk2a,Prss23,2010300C02Rik,Trnp1,Tspan15,Tbc1d9b,Heyl,Pik3r1,Hbb-b2,Nnat,Fyco1,Ifi27l1,Mmd2,Tyro3,Fam163b,Fxyd6,Dab2ip,Lmo4,Fmnl2,Arpc1b,Bmp7,Aebp1,Limd2,S100a16,Slc13a4,Cnn3,Plekha4,Dcx,Yap1,Itm2a,Lamc1,Mdk,Dnajc6,Shisa9,Aldh1a1,Tnfrsf19,Srebf1,Slc17a7,Grasp,Rgs12,Eomes,Usp54,Shisa2,AI593442,Mt2,Zdhhc2,Cyp2j6,Kalrn,Camk4,Tshz2,Mapk8ip1,Ly6c1,Gm20594,Nfia,Col1a2,Akap12,Trh,Bag3,Fam131b,Ppp3ca,Rab3b,Arhgap33,Dtx4,Vat1l,Elovl5,Nmb,Pde5a,Lrp4,Arvcf,Scrib,Ogn,Slc38a3,Iqgap1,Col12a1,Pla2g16,Fam107a,Rasl10b,Thbs2,Phldb2,Foxo1,Tmod2,Col11a1,Sphk1,Bcl11b,Dab2,Serpine2,Camkv,Hlf,Gatm,Sp9,Rhobtb3,Gabrb2,Angptl4,Acbd7,Hadhb,Dlgap3,Fam3c,Efemp1,Aqp1,Cacng3,Syt7,Arhgap5,Prss56,Nppa,Aldh2,Hba-a2,Pip5k1c,Lcat,Desi1,Htra1,Zfp36l1,Snx18,Lrig1,Chl1,Slc35f1,Sox11,Sfrp5,Fam213a,Add2,Celf5,Cpne2,Rprml,Celf3,Cyp2a5,Slc2a1,Cav2,Wipf3,Arx,Serpinf1,Gabra5,Itpr3,Sat1,Ctsd,Igsf3,Spon1,Itga7,Jam2,Col9a2,Adcy2,Serping1,Ypel3,Ncan,Gabrg2,Reln,Alx3,Snn,Matn4,Prex1,Rps29,Ctnna1,Mycn,Islr,Vwa1,Mtss1l,Cdk17,Mrc1,Gria3,Fgfr1,Shisa3,Cald1,Hes5,Plscr4,Gfap,Plat,S100a6,Axl,Grb14,Baalc,Bcar3,Slc13a3,Ppfia2,Col16a1,Gnb2,Vsnl1,Rcan2,Cyp2j9,Pgbd5,Afap1l2,Tuba1c,Dlx1,Zfp36l2,Dclk2,Serpina3n,Adk,Fam212b,Fbln2,Dst,Zfp385a,Fibcd1,Tenm3,Gstm1,Id1,Wnt6,Apold1,Fads1,Cmtm5,Camkk2,Rab40b,Pcp4,Mbp,Vamp2,Atp1b1,Gpm6b,Slc1a2,Gad1,Hspa8,Gm1821,Scd2,Aldoa,Tspan7,Itm2b,Syt1,Hsp90aa1,Tubb2a,Tmsb4x,Atp5b,Atp5a1,Rtn3,Slc1a3,Ldhb,Rplp1,Apc,Nrgn,Cck,Camk2b,Ncdn,Gng4,Gpsm1,Penk,Cpne4,Nrsn1,Atp1a1,Syn1,Nrxn3,Aplp1,Ube2ql1,Grb2,Laptm4a,Dynll1,Sparc,Grin1,Prkca,Doc2g,Hpcal4,Lamp1,Cdhr1,Dbi,Tshz1,Pbx1,Egr1,Gabra1,Stxbp1,Gda,Snap91,Ppm1e,Agap2,Eno2,Sh3gl2,Psd3,Uqcrh,Fkbp1a,C1qtnf4,Rragd,Gapdh,Nat8l,Ctsb,Sncb,Celf1,Nrxn2,Cx3cl1,Mdh2,Dync1i1,Ttyh1,Ppp3r1,Scamp1,Calb2,Cbx6,Ncam1,Fscn1,Eif4a1,Bex2,Atp6v1e1,Kcnd2,Ap2m1,Pebp1,Cdk5r1,Rab3a,Rasgrp1,Abr,Sipa1l1,Rpl3,Ppp3cb,Hnrnph1,Mlf2,Tpt1,Chgb,Stxbp6,Eif5a,Cadm2,Dner,Mef2c,Rasl11b,Ptms,Eef1a2,Ywhaz,Ptpro,Clip3,Ubl3,Ywhaq,Slc32a1,Anks1b,Bin1,Pdhb,E030024N20Rik,Inpp5j,Ppp1cc,Ghitm,Dnm1,Rnf187,Trim9,Stmn1,Ypel5,Pnmal2,Gm5148,Tmsb10,Nap1l5,Slc22a17,Serinc3,Pgam1,Ywhah,Apoe,Fabp7,Apod,Ptgds,Kctd12,Beta-s,Sepp1,Marcks,Meis2,Nsg2,Ppia,Synpr,Tspan3,Dclk1,Mapk1,Dlgap1,Camk2n1,Arf3,Pcp4l1,Eif1,Map2,Cplx1,Mt1,Olfm1,Map2k1,H3f3a,Celf2,Cdr1,Map1b,2900097C17Rik,Purb,Atp2b1,Slc6a11,Aldoc,Gria2,Slc6a1,6330403K07Rik,Qk,Scg2,Cfl1,Meg3,Ywhag,Nptn,Calm3,Ptma,Rtn1,Stmn3,Hnrnpa2b1,Atp5g3,Cox4i1,Cd81
12.104x23.073,121,108,60,96,65,94,66,98,3,7,4,1,23,3,21,4,10,10,1,6,19,7,2,1,20,5,2,9,3,2,14,5,14,7,6,15,1,11,1,18,4,0,0,3,6,0,1,8,3,7,1,0,12,3,3,0,14,4,2,22,0,6,16,5,1,1,20,11,7,4,14,9,9,1,5,16,0,3,4,2,1,11,4,7,2,0,19,3,1,5,0,4,1,6,21,1,16,3,3,2,1,2,4,7,1,22,3,6,4,11,9,3,3,7,0,13,4,10,1,6,10,1,4,11,1,2,2,4,6,4,2,2,1,4,0,6,0,7,0,2,6,3,2,5,4,6,2,1,5,5,2,3,18,0,1,0,0,2,9,6,1,6,6,2,5,0,11,9,4,0,1,3,8,7,0,2,5,0,9,3,5,0,3,12,15,0,0,1,5,4,2,4,2,10,10,7,4,12,1,17,0,0,5,2,8,2,3,2,10,8,3,0,3,6,4,1,4,9,6,1,1,3,0,1,0,7,2,10,1,5,2,0,2,1,5,6,4,1,0,4,7,2,4,2,6,2,9,2,9,5,5,10,0,6,1,9,20,3,3,3,8,7,8,0,5,3,7,3,3,0,7,4,2,7,6,5,2,3,2,0,4,9,5,1,2,1,1,2,3,1,0,6,0,1,13,0,0,6,4,0,3,0,10,3,4,0,36,42,36,65,85,49,23,38,38,77,32,59,92,31,43,42,71,53,43,38,37,30,56,25,6,20,17,6,6,9,14,12,17,16,7,9,22,13,10,17,9,23,4,10,21,7,20,10,25,15,10,8,13,30,2,9,13,10,23,19,21,21,8,5,8,10,8,27,17,10,5,14,13,20,19,12,11,30,6,10,12,7,19,10,11,7,7,16,12,16,19,16,6,7,18,10,19,26,12,13,12,4,11,6,12,14,15,5,13,10,16,11,10,12,10,3,6,28,15,14,16,14,20,11,13,14,14,8,8,12,16,21,184,44,87,208,67,103,60,46,29,17,26,32,36,25,35,33,28,24,36,23,37,21,32,30,23,18,22,6,49,25,26,14,10,18,20,24,27,40,41,22,17,23,28,28,19,24,14,18,23,32,28
15.037x23.003,95,138,51,71,72,80,72,114,5,16,3,6,10,15,25,1,15,6,11,2,9,7,1,0,9,4,1,3,2,4,6,11,9,6,1,5,4,3,3,11,6,0,2,4,1,1,0,12,2,0,3,3,4,4,1,2,16,3,4,29,1,7,23,3,0,1,19,10,13,3,12,4,24,2,6,11,0,2,2,3,5,3,7,8,1,7,23,2,0,3,0,1,0,11,16,1,11,3,2,2,1,0,5,7,3,18,3,2,2,3,4,5,1,4,5,2,13,5,4,3,16,0,4,1,2,4,4,0,4,8,5,3,6,0,0,7,3,16,0,2,12,3,1,1,2,18,3,2,3,4,0,3,12,1,4,0,1,1,9,2,3,6,1,1,1,0,2,3,9,0,1,0,12,8,1,9,4,1,13,13,2,0,8,1,14,0,0,1,4,3,0,4,1,6,10,9,3,2,0,5,0,0,3,1,5,6,4,0,23,3,1,0,1,20,5,1,7,12,4,3,3,5,2,0,0,8,2,8,1,3,2,0,11,6,0,3,6,1,1,4,13,1,14,2,8,1,5,4,2,4,3,4,0,3,0,1,16,6,0,6,1,11,9,2,2,3,3,4,1,1,9,1,0,4,0,4,1,3,3,1,8,2,4,2,7,3,8,4,3,2,0,6,1,0,4,4,1,6,8,4,1,4,4,2,4,0,19,28,25,46,52,35,25,46,30,86,29,41,65,33,29,27,54,55,42,30,58,33,38,13,5,24,11,3,4,1,12,5,24,12,6,3,6,11,3,27,16,24,0,9,18,10,22,26,22,15,2,4,15,7,9,12,9,4,4,5,7,28,14,19,5,8,5,24,17,6,8,13,10,8,11,11,9,14,14,10,15,12,11,11,6,5,6,10,18,13,11,5,11,9,15,13,14,15,7,6,8,16,8,7,9,10,8,8,11,10,16,17,7,5,6,8,4,19,23,9,14,18,8,10,5,16,6,24,17,23,13,19,178,42,71,172,37,286,47,39,21,12,24,26,35,12,18,19,25,24,21,24,27,23,26,43,15,19,15,9,18,29,11,13,24,32,19,28,20,14,30,23,8,25,14,20,33,20,14,23,18,35,23
13.018x23.006,79,115,48,68,63,66,48,78,2,9,3,2,3,6,9,9,12,3,4,1,11,2,1,0,5,4,7,6,3,1,3,2,1,5,5,4,1,2,2,15,5,0,2,4,1,1,0,6,4,11,2,1,3,1,1,2,6,6,0,8,0,3,16,2,1,1,8,5,5,1,1,3,9,3,3,6,1,0,2,0,1,4,2,6,1,3,7,5,1,3,1,3,0,11,11,0,19,1,3,0,0,3,5,7,2,1,0,4,4,7,4,7,2,0,2,5,2,2,0,1,13,0,6,3,1,4,3,1,0,0,1,1,1,3,0,3,0,9,5,1,3,6,2,0,1,3,2,0,3,2,2,1,7,1,1,4,0,0,9,1,1,2,0,5,3,0,2,4,8,0,0,0,5,4,1,5,1,5,2,7,2,0,3,8,12,1,0,1,6,0,0,7,0,8,5,6,1,3,1,5,0,1,2,0,3,1,0,1,11,2,0,0,1,0,9,0,4,6,2,2,0,0,2,4,0,3,1,3,0,1,0,0,7,1,2,1,1,0,0,5,14,1,2,0,2,2,0,0,6,5,8,6,0,3,5,2,9,1,2,3,0,11,8,0,0,5,5,0,4,0,1,1,0,1,2,8,3,1,0,0,3,12,5,1,5,2,5,1,0,0,0,6,1,1,8,1,0,3,10,1,0,5,4,0,1,0,12,25,31,43,40,33,21,40,18,41,24,33,44,38,28,34,42,38,39,27,39,38,38,22,3,17,7,8,1,5,4,4,17,10,4,4,10,7,5,6,15,9,5,3,10,8,10,9,3,7,9,8,12,10,3,15,3,7,8,7,6,17,5,14,5,10,8,11,11,3,10,8,16,5,11,9,6,14,12,5,8,9,12,12,7,6,11,7,17,8,5,3,3,12,10,11,4,13,5,4,5,6,10,9,3,7,6,8,5,7,16,4,5,5,9,3,3,10,12,14,11,7,11,1,6,3,10,8,16,21,9,20,110,33,37,40,20,11,19,17,15,21,16,20,38,20,14,21,8,30,18,12,25,17,32,41,15,12,11,1,22,22,23,23,24,9,19,19,24,16,21,18,14,20,12,15,27,29,21,20,21,21,26
14.06x23.002,108,105,71,84,80,66,68,97,9,6,4,1,5,5,11,2,14,2,3,1,5,7,2,1,3,9,1,4,1,1,0,5,3,8,7,2,1,2,3,10,1,2,5,4,7,0,1,16,6,1,3,0,2,1,1,0,9,7,8,18,0,4,16,4,3,1,11,5,9,2,1,6,5,0,5,10,1,0,2,1,0,5,3,3,0,6,6,10,0,12,0,1,0,18,20,2,15,7,1,2,1,3,4,5,2,5,2,1,2,9,4,6,0,2,1,4,3,3,1,5,25,0,5,2,0,3,3,1,1,1,3,5,1,4,0,7,1,11,2,1,11,4,1,1,2,10,1,2,5,3,0,1,20,0,0,4,7,0,14,2,3,1,0,2,3,2,4,8,13,3,1,0,4,7,1,2,1,2,1,7,1,0,3,8,9,0,1,1,4,1,0,6,2,13,0,8,2,4,3,10,0,0,2,7,1,0,0,1,15,9,3,1,4,0,2,1,5,16,5,1,3,1,1,1,0,4,2,12,0,0,3,1,4,0,5,8,1,2,2,2,12,0,11,1,8,1,6,2,2,11,7,10,0,5,0,2,12,0,0,2,1,9,3,0,7,2,7,1,2,0,5,0,0,2,1,5,2,0,6,0,2,8,4,0,2,2,2,4,2,3,1,6,0,0,6,0,0,3,10,1,0,0,5,1,4,4,20,34,24,61,42,53,25,46,20,68,34,40,54,34,44,42,30,43,41,26,42,42,44,15,6,34,9,8,2,5,6,7,16,10,7,7,16,15,4,14,24,10,6,13,27,9,27,20,17,13,5,9,17,25,2,12,13,5,18,8,8,19,15,10,8,21,5,14,31,7,10,14,18,9,27,10,5,18,9,9,9,5,21,23,9,13,11,12,17,22,7,8,19,11,10,13,13,14,6,8,22,24,13,6,6,16,13,4,7,12,15,6,9,3,10,5,3,23,30,22,14,23,12,5,14,17,5,12,19,11,18,31,148,44,25,87,23,28,41,36,23,12,17,17,42,18,42,25,15,23,26,16,49,25,26,55,14,20,29,14,30,31,18,10,23,18,25,31,26,12,22,11,17,22,14,21,30,31,25,22,26,25,40
25.082x21.054,149,165,46,158,98,87,98,94,7,8,4,1,9,8,7,5,7,3,2,5,7,12,0,0,3,6,5,8,3,1,1,1,2,4,6,10,7,14,2,22,3,0,2,12,2,0,2,23,5,3,3,0,10,0,0,2,15,7,1,27,1,7,21,9,1,0,54,10,22,3,2,6,15,1,3,5,0,0,2,1,1,10,17,6,1,4,15,2,2,7,1,1,0,7,14,2,35,3,1,3,1,2,5,6,0,1,1,2,21,5,5,14,1,2,4,9,2,1,0,3,16,0,12,8,1,6,4,1,0,1,2,5,0,4,0,9,0,14,0,2,19,5,0,1,4,22,2,3,3,1,0,1,11,0,0,2,1,0,6,1,2,5,0,6,2,1,6,4,7,2,0,2,10,20,2,2,0,1,1,7,0,0,2,5,32,1,1,6,9,0,1,3,0,26,4,11,5,6,3,17,1,2,6,4,1,0,0,2,28,18,1,2,1,2,6,2,7,12,1,0,1,0,0,2,0,10,8,17,1,3,3,0,9,1,2,4,1,3,1,0,11,0,5,1,8,2,4,1,5,8,13,21,0,2,1,5,12,1,0,2,1,10,10,0,1,7,11,2,3,0,5,0,0,3,2,10,3,1,3,0,4,7,14,9,1,0,2,1,1,4,1,3,1,0,6,2,0,13,9,1,1,1,7,1,9,4,41,57,51,73,62,128,33,59,34,73,33,78,76,50,42,53,64,48,60,44,54,46,71,32,6,22,3,7,6,7,6,11,18,11,9,16,20,6,5,17,26,23,6,14,45,19,26,27,32,10,12,8,20,33,7,19,12,14,16,8,13,22,12,11,11,5,9,25,21,8,16,17,18,12,32,6,14,26,10,9,15,6,17,21,14,8,17,15,30,25,8,18,14,11,8,8,32,16,5,15,17,22,14,7,13,19,1,5,19,16,9,8,10,13,7,8,13,17,18,23,21,21,9,3,8,25,23,12,21,23,24,22,216,55,27,71,19,34,46,31,22,30,26,37,42,22,40,27,33,23,19,21,48,31,38,43,18,25,41,50,39,52,34,37,69,31,34,33,31,58,32,32,31,40,24,31,15,27,36,49,32,45,42
26.076x21.03,100,184,78,137,79,95,71,101,4,2,8,0,8,3,9,3,9,7,6,2,10,6,1,2,4,16,0,6,3,2,10,2,2,9,7,9,0,5,1,11,2,1,0,7,1,0,1,19,1,0,1,1,12,2,4,0,15,4,3,14,0,3,7,10,1,0,13,10,11,7,6,3,14,1,3,1,0,0,2,1,0,6,8,2,0,1,11,1,2,8,2,1,1,17,14,0,21,2,0,2,1,0,6,8,0,4,1,2,7,9,6,18,0,6,0,1,3,3,4,3,15,5,2,3,0,4,5,3,2,0,3,2,0,4,1,8,2,1,3,1,24,6,1,0,4,32,2,3,4,0,0,2,20,1,3,4,1,2,13,17,4,4,0,3,5,0,2,3,13,8,0,0,7,11,2,5,0,1,1,16,1,3,1,1,19,0,0,1,10,0,0,2,1,23,5,10,1,4,0,22,1,0,11,2,3,1,0,1,20,2,1,2,6,0,9,1,3,20,2,1,3,0,0,4,0,8,3,5,2,4,8,1,3,3,2,4,2,2,0,0,15,2,2,0,4,1,5,0,6,1,14,15,0,7,0,8,14,3,1,1,2,13,0,0,5,5,5,4,1,1,5,2,3,5,0,11,4,0,1,0,5,10,12,9,0,0,2,5,0,2,0,8,1,2,5,1,1,1,12,4,0,3,7,0,4,1,20,43,40,70,43,77,22,55,24,77,42,61,86,40,42,21,50,52,58,39,56,36,58,20,7,57,9,10,2,7,6,18,18,12,4,10,16,11,8,17,11,19,10,14,44,15,22,42,21,15,11,12,38,22,7,26,32,11,18,11,15,21,10,7,13,22,7,21,22,7,24,13,12,11,27,10,10,23,20,6,15,13,18,11,4,11,14,7,18,19,14,13,12,11,8,14,27,23,9,6,8,33,10,5,4,8,6,7,6,6,15,14,4,12,9,1,6,20,22,22,14,22,31,17,13,6,11,7,10,12,15,16,180,48,27,61,12,10,53,19,15,8,13,16,49,33,30,32,23,23,13,21,41,34,32,44,20,14,24,26,57,36,26,26,27,39,15,47,33,36,42,23,48,37,25,46,22,23,21,30,33,37,25
27.078x21.025,152,184,43,103,54,71,89,84,7,17,5,2,12,16,11,8,7,12,7,8,10,11,3,0,6,4,0,8,2,3,3,2,8,15,8,6,2,3,4,13,3,4,8,4,6,0,1,23,2,2,7,1,9,0,1,2,17,2,6,25,1,5,12,14,3,0,13,7,13,4,11,5,13,4,2,15,0,2,7,6,1,18,2,4,0,13,9,6,2,4,0,5,3,13,19,1,17,4,4,2,0,1,4,4,4,1,1,1,3,9,4,10,4,2,0,4,0,1,3,4,29,0,0,5,1,3,10,0,1,4,1,1,1,5,1,2,4,10,0,2,6,3,2,3,3,9,1,1,5,1,0,2,26,0,1,5,0,1,11,2,3,4,0,4,8,1,7,8,5,6,1,1,10,7,3,2,1,3,2,7,0,0,4,3,17,2,1,0,3,0,1,0,0,21,8,8,5,4,1,13,0,0,3,1,1,2,0,1,7,9,0,0,2,1,5,3,4,14,1,3,6,4,1,1,0,7,3,5,1,1,3,0,7,1,2,0,0,3,0,3,10,0,7,1,4,0,1,0,9,6,7,7,0,4,1,14,10,1,0,9,0,17,3,1,3,3,8,1,3,0,3,3,1,7,2,12,3,4,2,2,7,8,3,3,1,1,0,0,2,5,2,8,0,0,8,0,1,5,14,1,1,9,12,0,4,3,18,48,32,50,91,60,25,35,37,76,46,41,78,21,27,40,67,49,45,14,58,28,51,20,7,18,7,6,4,5,9,4,51,6,3,7,14,14,5,15,25,23,10,15,27,6,32,14,32,10,12,6,10,16,3,10,10,11,21,13,4,22,16,9,8,9,3,22,18,15,15,13,18,6,25,8,8,32,6,16,9,9,9,13,6,9,12,12,16,20,12,16,4,7,14,5,20,12,8,9,7,11,13,10,20,9,9,8,13,6,7,5,7,4,6,7,5,17,17,12,16,10,14,11,18,8,24,20,14,21,24,21,232,72,84,57,49,11,55,47,23,22,21,26,38,18,33,30,21,16,17,21,32,25,37,41,21,17,30,6,34,33,20,24,35,44,21,29,25,39,33,28,15,34,20,14,25,31,20,29,29,25,37
21.016x21.023,110,109,177,126,166,142,161,178,4,5,7,3,16,5,12,10,2,3,4,3,20,2,0,0,2,39,1,27,4,1,5,0,1,6,21,8,19,7,3,22,0,2,2,2,2,0,2,14,11,10,2,0,24,0,0,0,11,15,15,10,0,3,7,6,0,0,15,9,27,9,3,16,6,1,26,18,0,1,3,2,2,12,4,2,1,6,2,16,1,20,1,3,1,28,12,0,16,13,1,5,1,8,1,15,0,1,1,4,24,4,32,8,2,4,0,3,0,6,0,3,19,0,13,2,1,0,5,1,0,0,12,9,0,8,0,22,0,7,3,4,14,2,3,1,3,4,6,3,1,4,0,0,9,5,3,19,13,0,15,13,2,4,1,1,2,0,25,20,8,6,2,0,3,6,0,2,0,4,1,9,1,3,1,6,21,0,3,0,9,0,0,7,1,14,21,8,3,16,0,9,0,0,2,6,3,2,0,3,12,1,0,0,3,0,22,1,13,14,0,3,0,0,5,10,0,10,9,22,0,6,10,0,8,6,11,9,0,16,1,3,7,7,6,0,5,0,11,0,19,1,14,1,0,6,1,8,7,5,3,0,2,7,22,0,16,3,2,2,5,0,5,1,2,3,1,7,0,2,9,0,16,10,1,2,5,1,1,8,0,4,1,6,4,2,10,3,0,12,14,1,0,5,8,1,6,14,94,147,82,82,62,83,66,94,92,110,62,99,109,57,77,75,86,79,69,93,79,53,105,20,50,5,46,30,26,25,45,58,15,32,26,41,33,18,20,23,37,33,24,48,12,23,29,8,36,35,23,18,4,15,37,40,23,33,61,7,20,27,22,23,26,35,17,17,20,16,28,24,25,24,32,25,19,10,25,23,38,29,26,45,19,15,23,19,45,42,31,22,13,27,20,23,46,23,11,32,28,17,15,13,14,28,12,11,30,18,47,23,21,35,14,16,12,44,29,16,31,45,46,23,25,29,21,33,34,24,23,31,211,48,17,43,8,11,49,54,61,58,66,65,38,55,79,80,87,53,64,46,74,40,38,27,46,47,71,76,30,32,67,49,36,25,45,38,32,69,37,37,27,46,34,61,51,43,32,52,61,39,71
21.949x21.039,75,108,128,86,180,102,94,128,3,11,5,0,19,6,11,8,20,0,2,2,4,3,2,0,1,31,1,26,4,2,1,1,0,1,13,4,13,9,3,12,3,0,1,3,1,0,2,8,8,12,5,0,15,2,3,1,8,12,8,9,0,6,6,7,1,0,6,11,4,17,0,21,6,1,14,11,0,1,1,1,0,9,5,8,0,5,5,17,2,22,0,0,0,11,16,0,20,8,3,5,1,12,12,26,2,7,2,3,22,4,10,11,1,3,0,7,3,7,3,2,20,8,9,8,0,5,3,1,1,0,14,1,0,5,0,28,1,6,0,2,12,1,1,2,3,7,6,9,4,1,0,0,7,1,0,7,10,0,6,2,0,4,0,0,3,0,10,29,4,5,1,0,7,1,1,0,0,2,0,5,2,0,1,5,13,0,0,2,9,0,0,14,0,8,16,2,2,21,0,5,1,0,4,8,3,0,1,9,18,1,1,1,2,0,16,3,11,15,1,2,3,0,5,1,0,8,7,13,1,9,7,0,6,0,11,10,0,6,0,3,12,7,6,0,3,0,12,1,10,1,4,3,0,9,0,4,1,2,7,1,0,10,13,0,9,1,2,0,1,0,4,2,0,2,3,11,0,3,7,0,11,15,2,3,15,0,2,7,3,7,0,5,0,0,3,0,0,7,10,2,0,2,7,0,9,10,72,69,67,89,38,48,48,68,73,55,61,68,123,55,49,83,78,88,52,65,34,37,74,30,41,10,37,28,25,17,36,32,8,19,32,34,35,21,22,14,44,41,6,20,20,18,12,5,29,30,19,19,18,43,17,36,35,30,35,12,25,27,22,19,26,31,8,9,18,28,22,28,14,17,20,26,19,15,22,21,27,25,20,31,15,13,37,24,34,34,27,36,14,20,17,21,21,11,6,22,23,11,26,10,12,22,20,21,15,30,28,24,12,16,20,9,15,35,27,20,39,26,31,21,16,30,18,23,30,19,25,29,121,33,17,44,28,31,37,55,38,35,40,55,26,40,59,55,64,47,37,38,59,35,33,35,45,41,38,41,33,44,60,46,7,19,43,23,37,32,28,41,32,35,50,55,45,48,30,55,44,44,28
23.16x21.089,88,111,278,133,239,260,308,238,2,2,20,1,27,5,11,19,16,1,3,9,11,10,3,7,4,52,2,15,11,0,3,5,0,0,52,18,12,8,2,23,2,0,5,1,4,0,3,11,25,0,7,0,22,1,1,1,6,19,16,12,0,4,11,17,2,1,10,8,17,50,9,31,13,1,28,17,0,0,3,4,2,6,6,3,1,11,9,27,0,24,0,2,4,20,24,0,13,11,2,4,0,15,3,30,3,2,1,5,28,9,30,5,1,7,1,5,2,1,4,5,22,20,30,1,1,4,1,1,3,1,20,8,0,17,1,24,0,6,0,1,17,5,3,1,1,4,18,12,1,4,0,1,14,0,1,15,9,0,18,3,0,8,2,0,3,0,10,15,2,14,1,0,5,0,0,8,0,1,6,9,0,0,4,7,13,0,2,0,16,1,1,14,1,23,16,8,5,16,2,5,1,1,11,16,6,1,1,2,11,1,1,1,7,1,15,1,20,13,1,0,3,2,1,3,0,5,4,17,2,13,15,0,6,2,14,11,0,12,0,2,12,9,11,0,5,1,10,0,22,6,12,2,0,30,0,6,18,3,12,1,0,19,19,1,23,11,2,3,8,1,1,1,1,6,6,20,1,0,15,0,35,13,5,6,5,0,11,18,2,14,0,9,0,2,3,2,0,22,18,3,0,0,19,0,17,16,208,88,140,203,94,73,116,177,128,134,108,96,197,104,89,80,138,126,119,107,74,77,76,73,24,9,54,23,64,56,48,71,29,60,36,43,44,75,35,25,77,40,28,51,5,46,26,15,27,50,46,60,9,65,44,52,74,40,62,41,47,44,50,32,38,34,30,37,21,46,49,45,37,33,23,49,26,32,24,34,37,45,48,47,34,22,20,30,65,60,40,40,20,36,48,24,51,38,28,24,51,17,70,31,31,39,33,49,32,43,37,26,46,37,35,37,32,42,60,40,26,51,31,51,41,26,27,42,42,25,67,48,160,46,24,37,16,9,49,51,106,121,110,98,43,93,96,88,106,103,103,95,125,55,41,29,62,76,66,55,42,42,70,92,28,36,67,52,42,58,72,74,65,72,44,60,73,56,58,76,67,81,47
24.13x21.069,70,75,155,113,151,134,127,98,1,2,4,1,17,0,6,4,11,3,1,3,6,9,0,1,4,13,0,8,5,0,2,0,5,5,13,3,4,6,2,6,5,0,2,0,2,1,1,6,14,2,0,0,19,1,0,0,4,15,3,3,0,2,5,10,0,2,10,11,8,17,3,14,4,2,1,4,0,0,2,0,2,2,1,4,0,1,5,3,0,16,0,0,0,9,13,1,13,3,0,0,0,8,5,17,0,0,1,2,17,10,3,9,0,3,0,4,1,0,0,0,8,7,10,1,1,1,1,3,0,0,8,4,0,1,0,10,1,5,1,1,15,7,0,1,0,1,2,11,2,1,1,2,13,0,2,8,2,1,8,4,2,3,1,4,0,1,10,8,4,2,0,0,8,2,0,1,3,3,1,0,1,0,0,3,19,2,1,1,5,0,1,6,0,15,5,7,1,2,0,9,0,0,2,7,10,0,0,0,9,0,0,0,3,2,5,1,9,8,0,1,1,0,2,1,0,7,4,7,0,6,13,1,3,0,5,11,0,3,0,3,7,1,6,0,1,0,3,0,12,4,3,3,0,27,0,4,14,1,0,4,1,6,14,0,23,4,4,1,0,0,3,1,1,0,0,13,1,2,2,1,9,7,7,5,2,2,2,5,5,2,2,6,1,0,2,0,0,4,5,0,0,0,14,1,8,3,90,76,79,118,45,67,100,80,49,68,60,64,109,43,55,44,98,90,71,55,23,44,38,37,12,7,24,33,20,24,25,20,33,38,17,14,13,28,12,15,34,26,17,29,9,12,9,6,17,17,18,17,13,30,20,39,48,28,35,20,18,26,15,15,36,18,19,9,20,20,21,15,14,14,28,21,7,13,6,18,15,12,25,20,21,13,13,14,40,45,25,26,9,5,24,8,21,13,31,30,13,15,34,31,5,17,10,6,12,21,22,20,28,14,10,9,12,40,21,15,15,29,17,17,10,41,17,25,20,23,22,19,136,35,27,46,13,10,26,39,26,47,45,53,35,58,48,72,39,60,56,49,40,85,27,30,36,30,32,29,20,33,53,51,16,15,29,18,32,25,53,30,26,46,39,23,49,23,28,64,42,41,29
