,gene,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,BIC_periodic,BIC_linear,BIC_rbf,pval,q_value
7858,1810032O08Rik,-170.1454215,-170.1454201,-1.40E-06,0.000902902,362.5335667,356.972885,362.5335695,1,1
7859,Nptx1,-498.8423785,-504.0408682,5.198489717,1.096927533,1030.324422,1024.76373,1019.927484,0.001262216,0.020166957
7860,Vdac3,-635.3226254,-638.7033405,3.380715101,1.724087236,1299.649417,1294.08873,1292.887977,0.009314907,0.107880132
7861,Nck1,-357.265346,-357.2653459,-1.44E-07,0.10553254,736.7734173,731.212737,736.7734185,1,1
7862,Ptprk,-406.9360466,-408.4939301,1.557883442,1.465356493,839.2305851,833.669903,836.1148197,0.077537971,0.518779606
7863,Gpr137,-399.7094109,-399.9605911,0.251180224,0.736148185,822.1639066,816.603225,821.6615483,0.478464794,1
7864,4933411K20Rik,-353.8672878,-353.8991331,0.031845298,0.000747531,730.0410105,724.480312,729.9773021,0.800755118,1
7865,Tubgcp5,-396.4257966,-396.8431215,0.417324971,2.984599166,815.9289683,810.368288,815.0943197,0.360931387,1
7866,H2afx,-308.8061063,-308.8809352,0.074828882,0.000163881,640.0045956,634.443914,639.8549391,0.698862626,1
7867,Dock9,-502.0960346,-502.0964073,0.000372751,0.263227841,1026.435541,1020.87488,1026.434796,0.97821736,1
7868,Jtb,-205.7824797,-205.7825395,5.98E-05,0.08605926,433.8078022,428.24712,433.8076859,0.991274366,1
7869,Rnf25,-310.1159299,-310.1159268,-3.08E-06,2.210726857,642.4745799,636.913898,642.4745863,1,1
7870,Tlcd1,-261.4660036,-261.8653728,0.399369192,0.844468102,545.9734739,540.412792,545.1747337,0.37147084,1
7871,Zdhhc13,-266.4037571,-266.6107156,0.206958463,1.020262582,555.4641765,549.903476,555.0502407,0.519988094,1
7872,Tmem169,-237.779225,-237.7792232,-1.72E-06,0.000487101,497.8011733,492.240501,497.8011765,1,1
7873,Vps4a,-554.6605893,-554.7114136,0.050824234,0.421412443,1131.665564,1126.10488,1131.563905,0.749860305,1
7874,Zc3h15,-617.2719995,-617.5692463,0.297246797,1.526105302,1257.381229,1251.82053,1256.786726,0.440686716,1
7875,Lcmt1,-491.1280437,-491.8096153,0.681571561,0.890226332,1005.861958,1000.30128,1004.498814,0.242993493,0.984366808
7876,Ubr7,-438.3941323,-438.6244655,0.230333189,2.011145535,899.4916634,893.930979,899.0309911,0.497312705,1
7877,Six5,-113.1765437,-114.2589204,1.082376694,2.461757615,250.7605689,245.199886,248.5958139,0.141207275,0.744042164
7878,Myo16,-124.073486,-124.2678791,0.194393101,0.790834806,270.7784812,265.2178,270.3896985,0.532938116,1
7879,Cpsf1,-311.2559205,-311.255909,-1.14E-05,0.000773295,644.7545488,639.193863,644.7545675,1,1
7880,Kcnh5,-175.3267588,-175.4637746,0.137015848,0.057517031,373.1702755,367.609594,372.8962441,0.600640009,1
7881,Man1a2,-546.1642973,-546.3831604,0.218863088,0.188691337,1115.009046,1109.44837,1114.571321,0.50822198,1
7882,Zfp579,-282.9317772,-282.9319666,0.000189362,0.431614757,588.1066597,582.545978,588.1062809,0.984473482,1
7883,Mrpl55,-379.225956,-379.8739602,0.648004245,0.846998744,781.9906459,776.429964,780.6946385,0.254943608,1
7884,Nudcd3,-468.6930469,-468.6930433,-3.58E-06,0.000764809,959.6288129,954.068127,959.6288203,1,1
7885,Tpx2,-26.92708624,-26.92708424,-2.01E-06,0.010166703,76.09689177,70.5362125,76.096899,1,1
7886,Ralb,-421.6249255,-422.3003932,0.675467718,1.029364411,866.8439393,861.282827,865.4925775,0.245114649,0.988842191
7887,4933427D14Rik,-354.5252448,-354.720852,0.195607252,0.616992735,731.6844308,726.123756,731.2932161,0.531661697,1
7888,Ephx4,-260.4751958,-261.7924596,1.317263861,1.112882113,545.8276473,540.266965,543.1931181,0.10456315,0.620746769
7889,Kif1c,-411.2509955,-411.4837098,0.232714309,0.006165964,845.2101521,839.649463,844.7447175,0.49509777,1
7890,Med9,-423.9838812,-423.9839786,9.74E-05,2.433577452,870.2109595,864.650002,870.2104889,0.988864225,1
7891,Dnajc21,-283.9508641,-283.9508585,-5.53E-06,0.002526324,590.1444439,584.583763,590.1444547,1,1
7892,Shb,-429.7607322,-429.7607313,-9.20E-07,0.004138967,881.7641891,876.203507,881.7641909,1,1
7893,Dhrs7,-381.8676515,-382.0486403,0.180988851,0.641684255,786.3400077,780.779324,785.9780295,0.547409917,1
7894,Sord,-285.2870935,-285.2902448,0.003151302,1.083805469,592.8232183,587.262537,592.8169135,0.936723264,1
7895,1110012L19Rik,-270.0365237,-270.0615123,0.024988527,0.936475777,562.36575,556.805068,562.3157739,0.823103206,1
7896,Rab13,-102.8321641,-102.8321635,-5.86E-07,0.02115472,227.9070536,222.346372,227.9070547,1,1
7897,Tm4sf1,-250.1105139,-250.4226367,0.312122843,2.302053206,523.0880054,517.52732,522.4637543,0.429473924,1
7898,Dock7,-386.2688217,-393.011236,6.742414301,1.843790886,808.2651921,802.704515,794.7803699,0.0002405,0.005149267
7899,Map3k5,-170.2710792,-171.0044916,0.733412345,1.034985926,364.2517109,358.691028,362.7848849,0.225847355,0.95617027
7900,Coro1a,-409.6705599,-410.1562357,0.485675793,0.844973893,842.5551991,836.994517,841.5838463,0.324343328,1
7901,Tfdp2,-313.0348828,-313.0354841,0.000601354,1.103482695,648.3137036,642.753022,648.3124921,0.972334845,1
7902,Aatf,-176.7462787,-177.4893768,0.743098023,3.633431971,377.2214814,371.660798,375.7352839,0.222807604,0.950894886
7903,Nkx6-2,-95.3064643,-95.30646317,-1.12E-06,0.01960465,212.8556527,207.294971,212.8556551,1,1
7904,2610019F03Rik,-241.100917,-241.1149589,0.014041899,1.69383557,504.4726454,498.911963,504.4445605,0.866911966,1
7905,Kdm1a,-421.4926135,-421.4926126,-9.02E-07,0.34264188,865.2279525,859.66727,865.2279535,1,1
7906,4632428N05Rik,-248.1092503,-249.435318,1.32606776,2.241181141,521.1133636,515.552681,518.4612271,0.103410891,0.617349308
7907,Nsmce2,-363.5660146,-364.4968202,0.930805568,1.987677956,751.2364092,745.675686,749.3747557,0.172438967,0.831636032
7908,Mir3064,-26.2658233,-26.26576731,-5.60E-05,0.861036843,74.77426061,69.2135797,74.77437312,1,1
7909,Wnt6,-302.6915676,-313.0998877,10.40832013,2.534293327,648.4424968,642.881815,627.6258617,5.05E-06,0.000156872
7910,Cog3,-281.8120154,-281.8120152,-2.02E-07,0.000269049,585.8667568,580.306075,585.8667573,1,1
7911,Shroom3,-75.33165129,-75.33125496,-0.000396323,0.142217523,172.9052388,167.344559,172.9060291,1,1
7912,Ankrd63,-367.4101773,-372.7794016,5.369224366,2.047824402,767.8015281,762.240845,757.0630811,0.001049323,0.017347909
7913,Tvp23a,-322.4678498,-322.8157343,0.347884471,0.883602016,667.874197,662.313515,667.1784261,0.404209054,1
7914,Tmem159,-215.5626382,-217.5911786,2.02854041,2.922964973,457.4250839,451.864402,453.3680029,0.043986477,0.352722645
7915,H2-K1,-368.6892697,-368.6892676,-2.04E-06,0.394033831,759.6212617,754.06058,759.6212659,1,1
7916,Stmn2,-669.7278483,-672.1318965,2.404048258,0.718922352,1366.506517,1360.94584,1361.698423,0.028326317,0.256022355
7917,Srr,-339.4264022,-339.4263999,-2.28E-06,0.045981936,701.0955265,695.534845,701.0955309,1,1
7918,Vps8,-346.8298098,-347.0938969,0.264087052,0.098606318,716.4305156,710.869833,715.9023461,0.467375517,1
7919,Actr8,-374.6821701,-374.6821439,-2.62E-05,0.176647834,771.6070116,766.046332,771.6070667,1,1
7920,Pced1b,-110.200194,-110.2132243,0.013030294,2.066198381,242.6691753,237.108494,242.6431145,0.871752439,1
7921,Slc35b2,-364.1236055,-364.2559885,0.13238299,1.560706011,750.7547034,745.194022,750.4899375,0.606864607,1
7922,Ddx46,-527.7414402,-527.8205306,0.079090339,0.02000959,1077.883785,1072.32311,1077.725607,0.690837075,1
7923,Mrrf,-261.7210006,-262.871902,1.150901421,2.743293337,547.9865321,542.425849,545.6847277,0.129223932,0.706972904
7924,Prmt6,-265.0553711,-265.0553736,2.50E-06,0.232715479,552.3534679,546.792786,552.3534687,0.998215877,1
7925,Slc12a6,-507.7931882,-507.7931869,-1.38E-06,1.692147059,1037.829101,1032.26842,1037.829103,1,1
7926,Npepl1,-236.0830359,-236.164435,0.081399094,0.872451309,494.5715968,489.010915,494.4087983,0.686593251,1
7927,Ddx47,-283.0679055,-283.7385315,0.670625976,0.937846853,589.7197886,584.159107,588.3785375,0.246813305,0.991478569
7928,Malt1,-134.3038021,-134.3038018,-3.46E-07,0.005851645,290.8503301,285.289648,290.8503307,1,1
7929,Car11,-471.5745655,-471.7180455,0.143480018,0.936577751,965.6788205,960.118139,965.3918575,0.592175229,1
7930,Sin3b,-554.3161562,-556.5766526,2.260496389,0.929845178,1135.396127,1129.83535,1130.875039,0.033481398,0.288908297
7931,Pdzd8,-545.9436905,-546.1331238,0.189433249,0.764394048,1114.508973,1108.9483,1114.130108,0.538210493,1
7932,Hgs,-444.0099053,-444.465046,0.455140754,1.017752229,911.1728047,905.612123,910.2625371,0.340039737,1
7933,LOC106740,-323.9542143,-323.9542169,2.58E-06,0.000146848,670.1511604,664.590479,670.1511551,0.998187556,1
7934,Rnf214,-449.7335171,-449.7341566,0.000639461,0.221647298,921.7109938,916.150535,921.7097607,0.971472118,1
7935,D330023K18Rik,-144.7301465,-144.7639827,0.033836179,0.523145159,311.7706984,306.210017,311.7030195,0.794756469,1
7936,Smarcb1,-548.2332495,-549.5919595,1.358710018,2.194537238,1121.426645,1115.86597,1118.709226,0.099258333,0.601991663
7937,Cant1,-352.6993749,-352.7480954,0.048720507,0.60317562,727.7387944,722.178113,727.6414763,0.754922401,1
7938,Rpusd1,-292.6499856,-292.7647824,0.114796804,0.002510023,607.772292,602.21161,607.5426977,0.631825326,1
7939,Ppp4r4,-395.7434624,-396.5327029,0.789240567,1.880684803,815.3081336,809.747451,813.7296513,0.20897961,0.922304628
7940,Ift140,-331.1935689,-331.74372,0.550151043,0.739045224,685.7301658,680.169485,684.6298643,0.294199819,1
7941,Txnrd3,-279.9773314,-281.1078965,1.130565113,1.212046976,584.4585235,578.897842,582.1973893,0.132657213,0.718088716
7942,Stim2,-433.9724341,-435.3730086,1.400574582,2.296068525,895.8801106,890.319439,890.1875947,0.094196771,0.584413289
7943,Akirin1,-511.8220329,-511.8606887,0.038655806,0.000861154,1045.964103,1040.40342,1045.886792,0.78097424,1
7944,Ormdl1,-268.7223473,-268.7923802,0.070032916,0.7851782,559.8274841,554.266802,559.6874211,0.708215575,1
7945,Xpc,-258.6238063,-258.6238056,-6.87E-07,0.000158532,539.4903377,533.929656,539.4903391,1,1
7946,H2-D1,-373.364366,-374.6310109,1.266644917,1.511871548,771.5047494,765.944068,768.9714585,0.111467598,0.646099488
7947,Ethe1,-190.8698263,-190.869787,-3.93E-05,0.079926386,403.9823044,398.42162,403.9823791,1,1
7948,Bahcc1,-265.2891478,-266.1458496,0.856701781,1.148567582,554.5345302,548.973745,552.8210221,0.190544371,0.877922109
7949,Hook1,-79.65856016,-79.65856005,-1.16E-07,0.074611831,181.5598466,175.999165,181.5598468,1,1
7950,Stard8,-391.2073686,-391.6471961,0.439827542,0.909176228,805.5373741,799.976433,804.6574637,0.348296167,1
7951,Zfp300,-80.83334629,-80.83334584,-4.44E-07,0.000382466,183.9094182,178.348737,183.9094191,1,1
7952,Gm12060,-41.40345064,-41.40345038,-2.57E-07,0.492094454,105.0496275,99.4889458,105.0496278,1,1
7953,Ppil2,-435.177096,-435.6850062,0.507910182,1.496471866,893.6127404,888.052055,892.5969185,0.313512486,1
7954,Kcnab2,-565.6082524,-566.4075439,0.799291577,1.67255668,1155.057817,1149.49713,1153.459231,0.206104114,0.915375953
7955,Emc9,-190.6488671,-190.6661578,0.017290663,4.191499547,403.5750467,398.01436,403.5404607,0.852475699,1
7956,Tapt1,-420.0865777,-420.086583,5.34E-06,1.273699408,862.4158806,856.855199,862.4158819,0.997392496,1
7957,Fam131c,-80.62969954,-80.69454686,0.064847319,2.023436643,183.6318206,178.109635,183.5021256,0.718748859,1
7958,Iqsec2,-499.3187911,-504.6591994,5.340408345,2.018304353,1031.561121,1026.00044,1020.880309,0.001082523,0.017813071
7959,Slc29a3,-155.3276901,-155.3345946,0.00690456,0.016236884,332.9119141,327.351233,332.8981067,0.906454167,1
7960,Sgip1,-303.1430615,-303.5497942,0.406732718,0.90567164,629.3423172,623.781635,628.5288495,0.367097673,1
7961,Doc2a,-294.2117776,-294.2117759,-1.70E-06,0.000159209,610.6662787,605.105597,610.6662817,1,1
7962,Blnk,-90.18236808,-90.1823677,-3.83E-07,0.003545908,202.607462,197.04678,202.6074627,1,1
7963,Bphl,-383.9752217,-383.9752191,-2.61E-06,1.52E-05,790.193165,784.632483,790.1931699,1,1
7964,Exoc8,-283.8710998,-284.1688388,0.297739059,0.120678049,590.5804073,585.019725,589.9849261,0.440308549,1
7965,Ddx56,-275.4100731,-275.4100709,-2.25E-06,4.05E-05,573.0628683,567.502187,573.0628727,1,1
7966,Dcun1d2,-436.4809588,-436.5114683,0.030509474,0.857374475,895.2657917,889.704984,895.2046441,0.80489264,1
7967,Mast3,-459.8646546,-464.6852945,4.820639855,1.727926221,951.613311,946.052634,941.9720357,0.001902526,0.028411698
7968,Ube2o,-547.2006401,-547.6092085,0.408568382,0.755033787,1117.461142,1111.90046,1116.644007,0.366018641,1
7969,Olfm3,-319.1454635,-321.2175413,2.072077756,1.172766109,664.6779359,659.117124,660.5336535,0.04177849,0.340343518
7970,Stk19,-289.8887501,-289.8887477,-2.40E-06,0.001892355,602.020222,596.45954,602.0202267,1,1
7971,Prkcz,-571.7223493,-572.2141527,0.491803428,1.740660407,1166.671042,1161.11035,1165.687425,0.321309951,1
7972,Srgap1,-263.2498853,-264.6914054,1.441520142,1.780136176,551.6255537,546.064857,548.7424971,0.089516861,0.564811482
7973,Gbp6,-78.91012312,-79.40344897,0.49332585,2.051915251,181.0496254,175.488942,180.0629728,0.320562108,1
7974,Tmem107,-201.5272711,-201.5272698,-1.32E-06,0.023558052,425.2972661,419.736584,425.2972687,1,1
7975,Arhgap23,-414.0448502,-414.0448486,-1.56E-06,0.862225241,850.3324336,844.771743,850.3324269,1,1
7976,Nup85,-399.2089596,-399.2411404,0.032180821,1.284247148,820.7250073,815.164326,820.6606457,0.799730453,1
7977,Vkorc1,-374.8120849,-375.2726803,0.460595471,1.199518967,772.7880858,767.227402,771.8668963,0.337162464,1
7978,Cops3,-481.884853,-481.8848267,-2.63E-05,1.271752925,986.0123799,980.451715,986.0124325,1,1
7979,Cldn19,-122.4986518,-122.6334195,0.134767729,2.550068952,267.5095655,261.948884,267.2400301,0.603643561,1
7980,Mrpl23,-356.2258453,-356.264326,0.038480665,0.475932576,734.7713803,729.210698,734.6944171,0.781458355,1
7981,Pop4,-433.2560182,-433.3514471,0.095428906,0.754569793,888.9456316,883.38495,888.7547629,0.662203625,1
7982,Acat1,-491.8754905,-491.8754842,-6.36E-06,0.006298374,1005.993695,1000.43301,1005.993708,1,1
7983,Tpgs2,-439.605326,-439.6053234,-2.61E-06,0.001989936,901.4533737,895.892692,901.4533785,1,1
7984,Lsmd1,-305.9065325,-306.3489658,0.442433301,2.177674576,634.9406575,629.379977,634.0557915,0.346872212,1
7985,Ttc4,-421.0574506,-421.0735712,0.016120538,0.844758531,864.3898688,858.829187,864.3576277,0.857499578,1
7986,Orc4,-451.8297248,-452.206555,0.376830202,1.699334453,926.6560121,921.09533,925.9021761,0.385319794,1
7987,Klhl8,-387.1278916,-387.1367114,0.008819798,0.728405967,796.5161452,790.95547,796.4985097,0.894340371,1
7988,Plxdc2,-312.745087,-312.7950462,0.049959181,0.95638671,647.832819,642.272137,647.7329005,0.751927625,1
7989,Snx22,-210.8519022,-210.9707227,0.118820536,1.072657794,444.1841724,438.623491,443.9465309,0.625915072,1
7990,Agl,-383.2418936,-383.241892,-1.62E-06,0.068214734,788.7265109,783.165829,788.7265137,1,1
7991,Tubg2,-237.629576,-238.3223887,0.692812643,2.791677313,498.8875121,493.326881,497.5018785,0.239145276,0.979184252
7992,Rrn3,-422.424119,-422.4241178,-1.20E-06,0.418027635,867.090962,861.53028,867.0909645,1,1
7993,Eif3e,-503.5416471,-503.7569709,0.21532378,0.046580232,1029.75667,1024.19599,1029.326021,0.511671371,1
7994,Gtpbp1,-453.5075223,-453.8312217,0.323699393,4.337030748,929.90517,924.344492,929.2577711,0.421044219,1
7995,Mau2,-267.9515696,-272.3044532,4.352883571,1.268149232,564.6261372,559.065456,558.1458657,0.003172049,0.043631399
7996,Gm10778,-113.4418957,-113.4418951,-6.70E-07,0.000410169,249.1265167,243.565835,249.1265179,1,1
7997,Tulp3,-374.6290694,-375.1762439,0.547174474,1.072548759,772.5952148,767.034533,771.5008653,0.295509627,1
7998,Epc2,-414.7047523,-414.7047491,-3.22E-06,0.037743018,851.6522247,846.091543,851.6522311,1,1
7999,2210013O21Rik,-180.6010909,-180.6507196,0.049628716,0.177768734,383.544166,377.983484,383.4449083,0.752722571,1
8000,Mrpl2,-329.4591467,-330.0810832,0.621936523,3.995019701,682.4048916,676.844222,681.1610199,0.264725927,1
8001,Iqce,-236.5314181,-236.5314173,-7.93E-07,0.007694,495.3055627,489.744882,495.3055627,1,1
8002,Baz2b,-395.037464,-395.1602929,0.122828919,1.01845539,812.5633131,807.002632,812.3176545,0.62014926,1
8003,Epha7,-215.6673129,-215.6673102,-2.67E-06,0.019531793,453.5773472,448.016665,453.5773523,1,1
8004,Trmt112,-317.6090145,-317.6089886,-2.59E-05,0.46753562,657.4606994,2003.09973,657.4607555,1,1
8005,D17Wsu104e,-373.5579191,-374.2206229,0.662703809,3.847698758,770.6839722,765.123291,769.3585647,0.249623853,0.997585159
8006,Edem2,-303.1839791,-303.1839777,-1.38E-06,1.189668037,628.6106808,623.050001,628.6106847,1,1
8007,Fbxl17,-501.913745,-502.2492291,0.335484145,0.857970322,1026.74119,1021.1805,1026.070217,0.412714221,1
8008,Herc1,-383.6994887,-383.6994892,4.58E-07,2.27E-05,789.6417049,784.081023,789.6417039,0.999236362,1
8009,2900079G21Rik,-298.0364565,-299.4684019,1.431945415,1.289846976,621.1795299,615.618849,618.3156395,0.090588138,0.568915647
8010,Rnf112,-255.866961,-256.1847347,0.317773703,0.905329687,534.6121953,529.051514,533.9766485,0.42532776,1
8011,Vezt,-337.9768855,-339.5907055,1.613819935,1.038743711,701.4241374,695.863459,698.1964975,0.072404967,0.494878292
8012,Mgat4c,-244.7930409,-244.9560834,0.163042589,1.349237326,512.1548958,506.594227,511.8288083,0.567973421,1
8013,Stk38l,-400.8043242,-400.8043223,-1.98E-06,0.000554988,823.8513709,818.290696,823.8513749,1,1
8014,Rap2a,-574.9084087,-579.1118431,4.203434434,1.746041988,1180.466404,1174.90572,1172.059544,0.003738059,0.050586358
8015,Sult2b1,-128.7704381,-128.8056753,0.03523719,1.244038946,279.8540757,274.293394,279.7836027,0.790647332,1
8016,Ralgapb,-556.8804635,-556.9280172,0.047553737,0.020641009,1136.098759,1130.53808,1136.003654,0.757781789,1
8017,Arfgap2,-412.534163,-412.665032,0.130868965,0.000214595,847.572787,842.012106,847.3110525,0.60892868,1
8018,Syt9,-290.9344573,-291.3976541,0.463196722,0.85175264,605.0380313,599.47735,604.1116411,0.335801843,1
8019,Samd9l,-180.4394549,-184.2152479,3.775793008,1.742919639,390.6732233,385.112541,383.1216363,0.005995728,0.076276132
8020,Kcnip3,-509.4816205,-511.2415363,1.759915779,1.005245536,1044.725784,1039.16511,1041.205968,0.06063861,0.438591009
8021,Snrpb2,-398.1775111,-401.1965,3.018988868,1.335699937,824.6357271,819.075046,818.5977487,0.014001314,0.150321907
8022,Sema6c,-240.7884217,-240.7884217,4.88E-08,0.000126726,503.8195699,498.258888,503.8195699,0.999750733,1
8023,Efr3a,-528.1966775,-528.312491,0.115813567,0.000285038,1078.867651,1073.30697,1078.636082,0.630319949,1
8024,Gpr34,-258.7273764,-258.7312511,0.003874722,0.002720173,539.7052311,534.144547,539.6974793,0.929852096,1
8025,Jkamp,-555.4442528,-557.1409276,1.696674768,1.494890389,1136.524581,1130.9639,1133.131232,0.065459844,0.461855566
8026,Setd1a,-425.8276789,-427.9566416,2.128962754,2.274266624,878.1559853,872.595303,873.8980843,0.039067603,0.324486031
8027,Slc5a6,-298.1588783,-298.2264344,0.067556057,0.076611066,618.6955999,613.134914,618.5604831,0.713189415,1
8028,Ubxn4,-491.5788859,-491.5788812,-4.73E-06,0.000726793,1005.400489,999.839807,1005.400498,1,1
8029,Mdm4,-83.72848065,-83.7848253,0.056344652,0.11661679,189.8123769,184.251696,189.6996878,0.737102931,1
8030,Tet3,-388.4520344,-388.8972775,0.445243158,0.758492592,800.0372949,794.476602,799.1467953,0.345345555,1
8031,Dgcr6,-383.6307712,-385.340509,1.709737807,1.881755918,792.9237412,787.36306,789.5042689,0.064431477,0.456768756
8032,Tmem11,-368.6617807,-368.7045339,0.042753213,0.000298064,759.6517914,754.09111,759.5662879,0.76996948,1
8033,Prmt2,-339.5090631,-339.6912293,0.182166218,0.065348123,701.625194,696.064505,701.2608527,0.546109901,1
8034,Pkn2,-418.2751052,-418.3958131,0.120707907,1.438887903,859.034351,853.473669,858.7929369,0.623185404,1
8035,Ythdc2,-369.4054133,-369.4054336,2.03E-05,4.76E-06,761.0535936,755.492911,761.0535531,0.994916063,1
8036,Armcx1,-518.7477402,-518.8770299,0.129289695,1.025353891,1059.996783,1054.4361,1059.738207,0.611097817,1
8037,Cbln1,-486.76642,-488.7152579,1.948837978,1.262715332,999.6732346,994.112552,995.7755665,0.048352952,0.37675748
8038,Vti1b,-527.8537564,-527.8537477,-8.68E-06,0.01365462,1077.950222,1072.38954,1077.950239,1,1
8039,Ash2l,-346.8920647,-347.128361,0.236296289,1.013058951,716.4994507,710.938768,716.0268559,0.491796873,1
8040,Insr,-392.1999002,-392.3058905,0.105990316,1.289429848,806.8544908,801.293809,806.6425269,0.645219414,1
8041,Pagr1a,-444.6638063,-444.6731874,0.009381142,1.665636863,911.5891014,906.02842,911.5703391,0.891050171,1
8042,Tor1b,-308.2264135,-308.6337805,0.407366971,1.346925296,639.445663,633.884883,638.6955535,0.36672435,1
8043,Diap2,-236.8067787,-236.80678,1.32E-06,0.000391927,495.8562974,490.295605,495.8562839,0.998703592,1
8044,Mycn,-364.3043273,-375.7327115,11.42838419,1.892991208,773.7081549,768.147467,750.8513811,1.75E-06,6.09E-05
8045,Lrif1,-372.9571201,-372.9571168,-3.22E-06,0.003664539,768.1569609,762.596279,768.1569667,1,1
8046,Fam86,-217.6890522,-217.6890503,-1.83E-06,1.67E-05,457.6208272,452.060146,457.6208309,1,1
8047,Pi4k2a,-478.7737659,-478.8078148,0.034048815,1.178226229,979.8583692,974.297687,979.7902583,0.794127036,1
8048,Zrsr2,-427.925247,-427.9252463,-7.07E-07,0.000172853,878.0932191,872.532537,878.0932205,1,1
8049,Kcnab3,-537.3903737,-539.1248161,1.73444242,7.724780842,1100.492358,1094.93168,1097.023474,0.062533455,0.44779981
8050,Slc29a2,-243.9585088,-244.1075719,0.149063049,0.114353246,510.4578705,504.897189,510.1597441,0.585059581,1
8051,Cxadr,-471.3226275,-471.4318914,0.109263857,0.695493209,965.1065148,959.545833,964.8879815,0.640164023,1
8052,Slc25a10,-206.9510732,-206.9510696,-3.55E-06,0.013296317,436.1448658,430.584184,436.1448729,1,1
8053,Ssbp3,-475.1967391,-475.2029518,0.006212666,0.533987604,972.6486304,967.087949,972.6362047,0.911244468,1
8054,Cby1,-423.3508898,-426.9283854,3.577495555,2.625648712,876.0992856,870.538871,868.9445061,0.007475567,0.09059411
8055,Rbm11,-84.42442316,-86.13721894,1.712795786,2.964970129,194.5171649,188.956483,191.0915728,0.064193241,0.455876599
8056,Cnot11,-240.0059506,-241.1425501,1.136599487,1.298734453,504.5278259,498.967164,502.2546277,0.131627956,0.714863257
8057,Rprml,-543.655085,-556.2863217,12.63123671,1.595055793,1134.815371,1129.25469,1109.552897,5.00E-07,2.00E-05
8058,Ikzf5,-449.0602748,-449.3262705,0.265995643,0.670884827,920.8952528,915.334571,920.3632761,0.465770883,1
8059,2310067B10Rik,-355.0689088,-355.2495669,0.180658078,1.362628097,732.7418624,727.181179,732.3805441,0.547776183,1
8060,Eif3d,-456.2454431,-456.2454391,-4.02E-06,0.00016147,934.7336029,929.17293,934.7336127,1,1
8061,Tm9sf1,-289.7006608,-291.3341267,1.633465964,0.959891976,604.9109793,599.350298,601.6440481,0.070689712,0.487188513
8062,Zfp9,-249.2293231,-249.2293224,-7.61E-07,0.00010625,520.701371,515.14069,520.7013727,1,1
8063,4933432I09Rik,-60.79125246,-60.87775045,0.086497984,2.119668407,143.998228,138.437546,143.8252314,0.677462807,1
8064,Wdr53,-190.8327962,-190.9776854,0.144889199,0.009934528,404.1980983,398.637419,403.9083189,0.590362573,1
8065,Lrrc38,-75.50429018,-75.77313235,0.268842171,1.729875975,173.7889913,168.22831,173.2513069,0.463393998,1
8066,Fbxo46,-168.6068504,-169.586828,0.979977622,3.645793486,361.4163816,355.855699,359.4564273,0.161518105,0.800799975
8067,Cenpo,-101.555595,-101.8972765,0.341681557,0.172227404,226.0372791,220.476598,225.3539165,0.408431048,1
8068,Ak5,-362.6089753,-369.8286661,7.219690826,1.766514796,761.9000571,756.33938,747.4606771,0.000144744,0.003298689
8069,Tagln,-174.8427252,-175.0010947,0.15836946,0.010325326,372.2449165,370.869549,371.9281769,0.573574057,1
8070,Dgcr14,-184.2299456,-184.2299452,-4.28E-07,0.000847671,390.7026166,385.141935,390.7026177,1,1
8071,1110065P20Rik,-204.3231623,-204.3565637,0.033401431,0.000612325,430.9558465,425.395165,430.8890511,0.796049989,1
8072,Sgcd,-69.11888106,-71.01624282,1.897361761,5.769692201,164.2752115,158.71453,160.4804886,0.051414364,0.393594038
8073,Per2,-351.3790813,-352.1367458,0.757664499,1.177700953,726.5162188,720.955537,725.0008891,0.218327726,0.941146411
8074,Prkg1,-340.2449238,-342.3143274,2.069403649,1.426294088,706.8713755,701.310697,702.7325741,0.041910689,0.341233387
8075,Naa25,-176.7357413,-176.9945042,0.258762893,0.364273156,376.2317358,370.671054,375.7142091,0.471899024,1
8076,3110001I22Rik,-90.97510375,-90.97510378,3.58E-08,0.001733541,204.1929337,198.632252,204.192934,0.999786501,1
8077,Med20,-341.5153739,-341.5257708,0.010396844,0.596586245,705.294168,699.733486,705.2734743,0.88534241,1
8078,Setd8,-353.2374862,-353.2376098,0.000123569,1.048378509,728.717945,723.157267,728.7176989,0.987457274,1
8079,Aff1,-298.7302923,-300.1830298,1.452737448,2.029587309,622.6087858,617.048105,619.7033111,0.088279249,0.560333771
8080,Lats1,-490.6734224,-490.6734203,-2.12E-06,0.055298723,1003.589568,998.028885,1003.589571,1,1
8081,Prdm2,-433.6364022,-433.8565457,0.220143458,0.178914565,889.9559538,884.395273,889.5155309,0.506984006,1
8082,Tank,-442.7984178,-442.7984144,-3.41E-06,0.002699623,907.8395553,902.278874,907.8395621,1,1
8083,Akr1c13,-50.50072176,-50.50054456,-0.000177194,0.103756942,123.2438168,117.683135,123.24417,1,1
8084,Rab3d,-106.2909203,-106.3266518,0.035731444,1.217521066,234.8960305,229.33535,234.8245671,0.789218605,1
8085,6030419C18Rik,-355.7011563,-355.9998781,0.298721795,1.758292848,734.2424841,728.681803,733.6450391,0.439555078,1
8086,Bod1l,-468.8056873,-468.8056849,-2.40E-06,0.031184618,959.8540963,954.293415,959.8541011,1,1
